name,comments,pr,issues,handle_issue
kozaczynski,1,0,2,0
CamiloSierraH,5,0,1,0
effoeffi,0,0,2,0
vaniaravinda,1,0,1,0
msathis,0,0,2,0
JasonBian,0,0,4,0
mabushey,0,0,1,0
ymartel06,0,0,1,0
zergin,0,0,1,0
erichard,0,1,1,0
igorlesnenko,0,0,1,0
albertvaka,0,0,1,0
paolociccarese,0,0,2,0
new-gen23,0,0,1,0
israelekpo,0,1,2,0
vedil,12,2,5,0
287400117,0,0,1,0
tlmnb,0,0,1,0
cleemansen,2,0,2,0
LinhTruongVan,0,0,1,0
jldbasa,0,1,1,0
f-s-p,0,0,1,0
Zincr0,0,0,1,0
antoniogarcez,0,0,1,0
PavelPolyakov,0,0,2,0
tschubotz,0,1,2,0
behindthefirewalls,0,0,1,0
hy05190134,0,0,1,0
reversTeam,0,1,1,0
kristoffer-dyrkorn,1,0,1,0
shruthisantosh,0,0,1,0
sarimzafar,0,1,1,0
ptgamr,1,0,1,0
mattmonkey83,0,0,1,0
peikk0,0,0,1,0
womwombat,0,0,1,0
shaman478,6,0,2,0
l15k4,23,0,5,0
cameronkerrnz,1,0,1,0
wudi0910,0,1,2,0
RyanFrantz,1,0,2,0
HoppeT,0,0,1,0
ozlerhakan,3,2,2,0
leonardehrenfried,1,0,1,0
cdosborn,0,1,1,0
bocharsky-bw,0,1,1,0
praveenaxxera,0,0,1,0
caldwecr,0,2,2,0
szroland,5,6,7,0
rmauge,0,1,1,0
jimfingal,0,1,1,0
dariuskasiulevicius,0,0,1,0
giaconiamark,0,0,1,0
jhr007,0,1,1,0
mikezopa,0,0,1,0
jhariani,0,0,1,0
Ekenstein,0,0,1,0
peyerc,0,1,1,0
navneet83,1,0,1,0
rusboy,1,1,3,0
AndreyAfanasyev,0,0,1,0
rpalsaxena,0,0,1,0
mtraynham,1,0,2,0
imranm,0,0,1,0
HemaAnusha,0,0,4,0
ronlepper,0,0,1,0
JonMR,0,1,1,0
donkoink,0,0,1,0
valentin-claras,0,0,1,0
YoungHu,0,1,1,0
TroyMass,0,0,1,0
sappleg,0,0,1,0
discordianfish,0,1,2,0
nharraud,2,0,3,0
winterismute,0,0,1,0
dmfenton,0,0,1,0
johnpickett,0,1,1,0
wolfgangkarall,0,1,1,0
paulintrognon,1,0,1,0
arcz,0,1,1,0
willingc,0,1,1,0
jbarthelmes,0,1,1,0
ricardojmendez,0,0,1,0
HammadH,0,0,1,0
weeyum,1,1,1,0
iulianlaz,0,0,1,0
alexkuk,0,1,2,0
qianshangding,0,0,1,0
beneggett,0,1,1,0
iravid,0,0,1,0
crutch,0,1,3,0
czheo,2,0,1,0
alexanderkjall,2,1,3,0
sybnex,0,0,1,0
bobbyhubbard,6,0,3,0
imarsman,0,0,1,0
schellingerht,0,0,2,0
sindrit,0,0,1,0
Alex-Ikanow,18,0,10,0
mimiyan,0,0,1,0
Lucas-C,0,1,1,0
rhycce,0,0,1,0
nixlnixl,0,1,1,0
litalk,0,0,1,0
LiangAllen,0,0,1,0
proegssilb,0,0,1,0
dopesong,0,0,1,0
ferki,0,1,1,0
pierpaolocira,0,0,1,0
Xylakant,4,0,3,0
hendrikdonvil,0,0,1,0
sunildabre,0,1,1,0
swood,1,0,2,0
jib,0,0,1,0
ls-pluriels,0,0,1,0
michielkraijkamp,0,0,1,0
srogljan,1,1,1,0
konstantinkostin28,0,0,1,0
rholloway,0,0,1,0
MattFriedmanAfilias,0,0,2,0
ilanrivers,1,0,1,0
spapin,1,1,3,0
trident60,0,0,1,0
linhaobuaa,0,0,3,0
ChelseaLura,0,1,1,0
rboulton,4,3,8,0
nickshanks,0,1,1,0
leesword,0,0,2,0
aimeida,0,0,1,0
smorovic,4,0,1,0
passing,1,0,1,0
AVVS,5,0,2,0
bitemyapp,4,1,4,0
embark,0,0,1,0
angeleg,0,0,1,0
refaelos,0,0,1,0
umairmufti,0,1,2,0
marcmoe,0,0,1,0
CaoManhDat,0,0,1,0
frstie,0,0,1,0
heathtechnical,0,0,1,0
mehulkar,3,0,2,0
jindov,0,0,2,0
bauerstefan,0,0,1,0
HSVK,0,0,1,0
abcfy2,0,0,1,0
marcelog,1,0,2,0
ryanbaldwin,0,0,1,0
jostheim,0,0,1,0
rookie7799,2,0,1,0
vicchi,0,0,1,0
developmentstudio,0,0,1,0
premanandchandrasekar,0,0,1,0
foobarget,0,0,1,0
blablatruc,0,0,1,0
jhtimmins,0,1,2,0
mehmetozerr,1,0,1,0
malthe,0,0,1,0
lmqwudi,1,0,3,0
spyk,0,1,2,0
datval,0,1,2,0
p53,0,0,1,0
adler,0,0,1,0
peteryj,0,0,1,0
sim1st,0,0,1,0
Grummfy,0,0,1,0
spajak,1,0,2,0
shanling2004,0,0,1,0
JohanGregoire,0,0,1,0
marko-asplund,6,2,6,0
ben-av,0,0,1,0
aimdev,0,0,2,0
jzinner,0,2,4,0
JulienPalard,0,0,1,0
nicbaz,0,0,1,0
yoyokeen,0,0,4,0
sandywater,0,0,1,0
gkb,0,1,1,0
mkis-,1,2,2,0
msukmanowsky,0,0,1,0
Iarwa1n,0,1,1,0
mgedmin,0,0,3,0
abibell,0,0,3,0
igoreliasm,0,0,1,0
jurriaan,0,0,1,0
aochsner,2,2,5,0
astropanic,0,0,1,0
PolinaMash,0,0,1,0
slaupster,0,1,1,0
wkoot,3,0,1,0
kbourgoin,0,0,1,0
SergeyTsalkov,2,0,2,0
sawyercade,2,0,1,0
ywelsch-t,9,2,5,0
dbhattacharjee,0,0,1,0
mendab1e,0,1,1,0
edgurgel,0,1,1,0
linuzvipin,0,0,1,0
bigwheel,1,0,2,0
johnfelipe,1,0,1,0
martinhynar,0,0,2,0
leourbina,0,0,1,0
riksteiner,0,0,1,0
adamhooper,0,0,1,0
idlefella,0,0,1,0
pwli,1,0,2,0
klappvisor,2,1,3,0
ebourg,1,1,1,0
comdiv,15,3,7,0
leo650,1,0,1,0
fantastao,0,0,1,0
wodka,2,0,1,0
yaskamal,1,0,1,0
gebrits,5,0,3,0
mattruzicka,0,0,1,0
yuikns,1,0,1,0
zde,2,0,1,0
sugansan,1,0,1,0
violaivy,2,0,1,0
sdjw,1,1,1,0
toyangxia,0,0,1,0
mehrdad-hassanabadi,0,0,1,0
minde-eagleeye,2,1,3,0
aqnouch,1,1,1,0
Duetting,0,0,1,0
inotnako,0,0,1,0
jirib,5,0,1,0
altitude,0,2,4,0
ereOn,1,0,1,0
zitang,1,0,1,0
jorge80,12,0,1,0
JamesLuoau,0,0,1,0
itoffshore,8,0,1,0
gribouille,3,0,1,0
gouravdhelaria,1,0,1,0
clly,0,0,2,0
kputland,0,0,1,0
mjspka,3,0,2,0
mikaelmattsson,0,1,1,0
bitsofinfo,3,0,1,0
cold-gin,3,0,1,0
niv0,1,0,1,0
razaba,0,0,1,0
stuartjk1606,1,0,1,0
shinyke,1,0,2,0
aruhier,3,0,1,0
Mohamed70,8,0,2,0
atomcat1978,1,0,1,0
lazywizar,0,0,1,0
Stabaoc,1,0,1,0
spuder,1,0,1,0
ritoon,1,1,1,0
ThreadElric,0,1,1,0
dvdklnr,0,0,1,0
npvincent,0,1,1,0
mfn,8,2,8,0
magnhaug,9,0,9,0
benoit-intrw,0,1,5,0
zhengfengshaw,0,0,1,0
plroit,3,0,1,0
kevinkluge,22,2,10,0
Unisay,1,0,1,0
lvernaillen,2,0,1,0
gamars,5,0,2,0
SaSa1983,0,0,1,0
bsander,5,0,2,0
tagg7,0,0,1,0
agliznetsov,1,0,1,0
bittersweet,0,1,1,0
roflmao,1,0,1,0
marevol,4,2,4,0
robertkern,0,0,1,0
nullbuddy1243,4,0,1,0
iluvcode,0,0,1,0
dr2014,1,0,1,0
apolishch,0,0,1,0
antonha,9,1,2,0
alecklandgraf,2,0,2,0
bguezzie,0,0,1,0
GaelTadh,50,22,28,24
cr2121,0,0,1,0
sorear,0,0,1,0
mmollaverdi,0,1,1,0
amollenkopf,0,1,1,0
cy,0,1,1,0
somebody32,1,0,1,0
tostasqb,5,0,2,0
gediminasgu,0,0,1,0
DominicBoettger,4,0,2,0
Fudoshiki,12,0,1,0
loevenwong,1,0,1,0
SrikanthKS,1,0,1,0
damienlust,1,0,1,0
GauravButola,0,1,1,0
arosequist,3,1,1,0
gge-etudes,4,0,1,0
tylerprete,2,0,2,0
vadim-ex,2,0,1,0
mariusdw,1,0,2,0
bzz,0,1,1,0
darylrobbins,4,0,2,0
dernasherbrezon,2,0,2,0
sgerlach,1,0,1,0
tomas-edwardsson,3,0,1,0
dimitardenev,2,0,1,0
huangpeng1990,0,0,1,0
jeffreyji666,3,0,2,0
danjensen6075,0,0,1,0
daveharmon,1,0,1,0
dling,3,0,1,0
nedcampion,1,0,2,0
heffergm,5,0,5,0
domofactor,0,0,1,0
wgodwin,0,0,1,0
janryWang,1,0,1,0
wilkinsona,0,0,1,0
jakrol,0,0,1,0
davidrapin,2,0,1,0
wumingwuan,2,0,1,0
polgl,6,0,2,0
anshudutta,0,0,1,0
dm8tbr,3,0,1,0
iemem15,6,0,1,0
mason,1,0,1,0
jcricaro,0,0,1,0
pulquero,1,0,1,0
SephenXu,2,0,1,0
schnittchen,7,0,4,0
hukka,0,0,2,0
frecar,0,0,1,0
amarandon,6,1,3,0
yuriyfilonov,1,0,1,0
hkorte,3,1,4,0
tnesavich,1,0,1,0
spencerwi,0,0,1,0
mikiot,5,0,3,0
Anand-J-Kadhi,1,0,1,0
Nurza,0,0,1,0
blackorzar,2,2,2,0
blevine,1,0,1,0
apogrebnyak,1,0,1,0
joelbourbon,2,1,1,0
sleighsoft,1,0,1,0
UnderGreen,1,0,1,0
vanatteveldt,1,0,2,0
erjiang,2,0,1,0
r0goyal,4,0,1,0
harph,1,0,1,0
torrancew,6,0,1,0
crohling,2,1,1,0
jayswan,0,0,1,0
hjz,8,0,3,0
bairaginath,0,0,1,0
tuxpiper,2,0,1,0
tomcashman,2,0,1,0
thoaingo,0,0,1,0
GuillaumeDievart,2,1,1,0
ZeAleks,12,0,5,0
JanJakes,3,0,1,0
ravlio,1,0,1,0
nmunro-cvt,0,0,1,0
cashgl,0,0,1,0
alexmorozov,1,0,1,0
kumar007007,1,0,1,0
ianribas,2,0,1,0
yangou,7,0,5,0
yang-bsft,0,0,1,0
EikeDehling,7,1,2,0
dev-shubh,1,0,3,0
siacomuzzi,1,0,1,0
DavidWittman,0,1,1,0
kamaradclimber,14,2,7,0
nicktgr15,7,0,2,0
esmaeilzadeh,2,0,1,0
mbarrin,2,0,1,0
cmeury,1,0,1,0
olistik,0,1,1,0
lchi,1,1,1,0
ctrochalakis,10,1,6,0
rkarakaya,12,0,5,0
rhdip,4,0,2,0
Dshiv,1,1,1,0
devnull52,3,0,1,0
manoj-v,1,0,1,0
jrthib,1,0,1,0
zolaahihi,4,0,1,0
AGrosserHH,0,0,1,0
marcelopaesrech,4,0,3,0
HonzaMac,0,1,1,0
ferdynice,4,0,1,0
hyhsoftware,1,0,1,0
ramzy27,1,0,1,0
hordemark,0,0,2,0
gucasbrg,0,0,2,0
kutchar,5,0,1,0
jagadeeshv16,0,0,1,0
SjonHortensius,2,0,2,0
pueffl,1,0,1,0
zhufeizzz,5,0,2,0
Alix-Martin,0,0,1,0
andavarlaxman,0,0,1,0
BalachanderGS,2,0,1,0
ewr,1,0,1,0
abordia,0,0,1,0
jaroslawZawila,1,0,1,0
andsens,0,0,1,0
Anaghasri,0,0,1,0
photonicworld,0,0,1,0
wbsimms,2,0,1,0
drewdahlke,5,0,1,0
gardsted,0,0,1,0
drej82,3,0,1,0
sdba2,0,0,2,0
danielli90,0,0,1,0
Fodoj,0,0,1,0
coreydaley,0,2,2,0
ysholqamy,0,0,1,0
maximTarleckiy,2,0,1,0
aqlu,1,0,1,0
ferdegje,1,1,1,0
truongduy134,1,0,1,0
cheramilm,0,0,1,0
MiteshShah,2,1,3,0
szou-cp,0,0,1,0
noambenami,0,1,1,0
mr-stephan,0,1,1,0
prachicsa,1,0,5,0
rishi-freshbooks,3,0,1,0
csezheng,2,0,1,0
groovecoder,0,0,1,0
misterunknown,2,0,2,0
OElesin,2,0,1,0
thrane,1,0,1,0
v1ctor,4,2,2,0
kadaan,40,0,3,0
tamsky,1,0,1,0
DanyHubGit,0,0,1,0
maf23,4,0,4,0
Yashin-s,5,0,1,0
bzbetty,0,0,1,0
mtuchi,0,0,1,0
parasb,0,0,1,0
agiletestware,1,0,1,0
hasen,3,1,2,0
cameronevans,0,0,1,0
Chetane,0,0,2,0
anjanpathak,0,0,1,0
drewbroadley,0,0,1,0
brunson,2,0,1,0
zijian1981,2,0,1,0
asanderson,21,0,3,0
michaelgrifalconi,0,0,1,0
Sameerkpatro,0,0,1,0
amitdaniel86,1,0,1,0
91pavan,1,0,1,0
petrbela,0,1,1,0
jsuchal,4,0,3,0
popovae,1,1,1,0
gingerhot,0,1,1,0
andersosthus,3,0,1,0
wujiandong,0,0,1,0
songwie,0,0,1,0
halilim,0,0,1,0
greenboxal,3,0,2,0
mtbottle,0,0,1,0
phil2396,4,0,1,0
kwongb98,1,0,1,0
limabetalabs,0,0,1,0
sagarl,2,0,1,0
mallikarjuna91,0,0,1,0
SamuelMarks,3,2,2,0
rvller,3,0,2,0
MKA-MKA,0,0,1,0
apilgrimda,0,0,1,0
natenash203,2,0,1,0
dibeesh,2,0,1,0
dharshanr,1,0,1,0
jdutton,2,0,1,0
ajhalani,54,0,10,0
BHSPitMonkey,1,0,1,0
setaou,1,0,1,0
perryn,4,0,2,0
scottbessler,3,0,1,0
coxchen,5,0,1,0
sylvae,8,0,1,0
efontana,0,0,1,0
christtonk,3,0,1,0
greg0ire,0,0,1,0
AndreasKl,2,2,2,0
podopie,2,0,1,0
robx,1,1,2,0
amreha2002,0,0,1,0
cfstout,0,0,1,0
uhaham,0,0,1,0
nikolay,2,0,2,0
yeroc,12,0,3,0
matiastealdi,2,1,1,0
ap0091,0,0,2,0
estin,0,0,1,0
ranasingh,0,0,1,0
dezsenyi,0,0,1,0
bzdeveloper,1,0,1,0
gheppner,0,0,1,0
cgp,0,1,1,0
petecheslock,3,0,1,0
mathiasnohall,0,0,1,0
Diwahars,0,0,1,0
proxylab,0,0,1,0
julianhille,27,0,11,0
oferoh,7,0,1,0
Kallin,9,0,4,0
tnine,5,0,1,0
confusedsouls,0,0,1,0
sebastianmonte,2,1,1,0
ltworf,3,0,4,0
mewwts,6,0,1,0
vahith,2,0,3,0
stonith,2,0,3,0
satishmallik,6,0,4,0
aolieman,1,0,1,0
bhenderson,0,0,4,0
orenash,5,1,2,0
oscarsj,0,1,1,0
ludovicc,0,0,3,0
christopher5106,0,0,1,0
zmathe,6,0,2,0
cgurjar,1,0,1,0
amalrajcharles,1,0,1,0
sandeep-verma,0,0,2,0
analytically,1,0,1,0
omerh,0,0,1,0
nariman-haghighi,7,0,3,0
mikebell90,1,0,1,0
itzg,2,1,1,0
vovikdrg,0,0,2,0
judovana,2,0,1,0
JakeFromTheDark,0,0,1,0
ssebro,0,1,1,0
shimanbb,0,0,1,0
perseo-dev,0,0,1,0
silverl,0,0,1,0
spvemm,1,0,1,0
sysads,0,0,1,0
francoisforster,4,0,2,0
fredfp,4,0,1,0
siccovansas,0,1,1,0
michaelbudnik,0,0,1,0
jarib,1,0,1,0
freiden,0,1,1,0
ignaciovazquez,6,0,1,0
bibhas2,1,0,1,0
devinrsmith,3,0,1,0
knoxxs,7,1,1,0
atecle,0,2,2,0
crudbug,1,0,1,0
bseibel,0,0,1,0
cybervedaa,2,0,1,0
nikolaialex,3,0,1,0
florentgarin,6,0,1,0
IsaacHaze,2,1,2,0
jerrac,9,0,1,0
gseng,9,2,4,0
marucristiani,0,0,1,0
william-dowling,0,1,1,0
caspertz,1,0,1,0
hlangli,0,0,1,0
drorata,6,0,1,0
Siraris,0,0,1,0
tefon,0,0,1,0
bof64665,0,0,1,0
calston,0,0,1,0
prateeka,2,0,2,0
surendrarajaneni,0,0,2,0
BlackSlashProd,2,0,1,0
demon,11,1,4,0
darsh221,2,0,1,0
ppearcy,88,2,37,0
Jyro117,1,2,2,0
moos3,0,0,1,0
seralf,3,1,2,0
shastox,2,0,2,0
Chromana,0,0,1,0
avkhozov,0,0,1,0
rthneha,0,0,1,0
mal,17,0,4,0
wkf,2,0,1,0
NaglaaBernaba,0,1,1,0
sschuerz,4,0,2,0
xwmaiflytek,0,0,1,0
aaneja,11,0,6,0
viveksofty,0,0,1,0
obierlaire,1,0,1,0
MartyIce,0,0,1,0
RossLieberman,8,1,1,0
bakura10,10,0,5,0
ssoto,0,0,1,0
kul,29,2,11,0
dan-hook,2,0,1,0
arult,3,0,1,0
bictorman,2,0,2,0
brainbuz,2,0,1,0
abualy,2,0,1,0
ashutoshbansal987,2,0,1,0
jbdamiano,1,0,1,0
jaja85926,1,0,1,0
isodude,1,0,1,0
jinxcat,1,2,2,0
petard,5,0,3,0
oliver006,0,1,1,0
p-run,1,0,1,0
goldmar,1,0,1,0
kidrecursive,2,0,1,0
ben-walters,1,0,1,0
fdelelis,17,0,1,0
SharmaManish,1,0,1,0
mgolinelli,0,0,1,0
fernandorodriguez,0,0,1,0
ieb,1,0,1,0
simaov,0,1,2,0
scharron,0,0,1,0
jeacott,6,0,2,0
S-Callier,0,0,1,0
jnovack,0,0,1,0
opgalarza,2,0,1,0
souravmitra,1,1,1,0
chrisguitarguy,0,0,2,0
bplsilva,1,0,2,0
jonathanaf1,0,0,1,0
bgiromini,2,0,1,0
dimzak,2,0,1,0
askehansen,0,1,1,0
netshade,2,0,1,0
cregev,10,0,5,0
versnel,1,0,2,0
shahkina,0,0,1,0
Jens-G,4,0,1,0
grepory,0,1,1,0
jlintz,3,0,1,0
tomesch,0,1,1,0
lazdmx,0,0,3,0
winpat,8,4,4,0
longliveenduro,1,0,1,0
messias72,1,0,1,0
ajerome9,1,0,1,0
haardvark,0,0,2,0
ghiron,12,1,4,0
hero007asd,1,0,3,0
murugan-sundararaj,3,0,1,0
anandsrini85,1,0,2,0
kaliseo,10,0,1,0
mihaibivol,0,0,1,0
amruthkesav,4,0,1,0
jenapravat,0,0,1,0
pankajagrawal16,3,0,1,0
kvspb,1,0,1,0
utk4rsh,3,0,3,0
stefan79,1,0,1,0
Meidan,3,0,1,0
bflad,1,0,1,0
GYatesIII,1,0,1,0
tolinwei,5,0,2,0
haneytron,1,2,2,0
dannf,1,0,1,0
yukiman76,0,0,1,0
mitallast,3,0,2,0
lowstz,1,1,1,0
bvnagaraju,4,0,4,0
ChrisJNL,1,0,1,0
abaxanean,18,0,10,0
frad00r4,2,0,1,0
richtmat,12,0,2,0
zhihuiFan,0,0,1,0
davidbstein,0,1,1,0
spotta,2,0,2,0
darkpixel,3,0,1,0
mkrogemann,2,0,1,0
tomoya55,0,1,1,0
imriz,8,0,1,0
jhsbeat,1,1,2,0
reuben-sutton,17,5,5,0
londonlee,0,0,1,0
samzhang111,0,0,1,0
geoffroya,3,0,2,0
mfelsche,5,3,4,0
dev-day,1,0,1,0
svet88,1,0,1,0
md126733,1,0,1,0
liycheng,2,0,2,0
peillis,5,0,2,0
aortmannm,2,0,1,0
stackmagic,2,0,1,0
aight8,0,0,1,0
vipinvijay,1,0,1,0
ewrdk,1,0,1,0
mosiddi,20,0,4,0
benberg86,3,0,1,0
kiwigaffa,4,1,1,0
KumarSubramanian,0,0,1,0
czervenyvlk,1,0,1,0
amineferchichi,1,0,1,0
JimminiKin,6,0,5,0
brian-brazil,1,0,1,0
tmandry,1,0,1,0
billumina,4,0,4,0
yedeng,1,0,1,0
firma,0,0,1,0
gboanea,0,0,1,0
TomJoons,0,0,1,0
haochun,5,0,2,0
gokl,0,0,1,0
c2h5oh,0,0,1,0
pisua,3,0,1,0
AugustusPope,0,0,2,0
kmike,2,2,4,0
sudharanim,2,0,2,0
committedoutlook9407135094,1,0,1,0
momok2,0,0,1,0
kaera2014,1,0,1,0
vicnate5,1,2,2,0
davidlundgren,0,0,1,0
jasperla,0,0,1,0
kingigi,1,1,1,0
linux01d,0,0,1,0
andyboagra,2,0,1,0
dtpeacock,0,1,1,0
Enzo90910,0,0,1,0
pfeiffer,4,1,4,0
AndreasHoermandinger,2,0,1,0
wimvanleuven,5,0,1,0
folke,14,0,10,0
kxepal,0,0,1,0
erikringsmuth,13,1,6,0
janmejay,1,1,2,0
kaniini,3,0,3,0
adaman79,1,0,1,0
glelouarn,3,1,2,0
spajus,0,1,1,0
korpa,0,0,1,0
davilj,0,1,1,0
orange-jumpsuite,0,0,1,0
eliasah,5,3,4,0
runarmyklebust,2,0,1,0
ajayvjn,1,0,1,0
vvalenti,0,0,1,0
c-a-m,6,0,4,0
mdebo,0,0,1,0
jsvd,4,2,2,0
Wilfred,4,0,2,0
padilo,1,1,1,0
yaronr,1,0,2,0
btiernay,47,0,8,0
jo-m,2,0,1,0
adrienbrault,2,1,1,0
boneylw,0,0,1,0
sausax,1,0,1,0
tigra,2,1,1,0
yasirbam,0,1,1,0
piotrjurkiewicz,1,0,1,0
nfx,12,0,5,0
Rosen78,2,0,1,0
alexdharma91,6,0,2,0
garvincasimir,3,0,1,0
bluelu,40,0,9,0
mariuszzbrowski,1,0,1,0
tchyzh,3,0,1,0
justnick21,2,0,1,0
putztzu,1,0,1,0
mvdz,2,0,2,0
Dunaeth,2,0,1,0
okigan,0,0,1,0
kbolay,0,0,1,0
dreadeddev,2,0,1,0
olliwer,2,1,1,0
holdstop,2,0,1,0
mstachniuk,1,0,1,0
midouwo,0,0,1,0
rsilva4,1,1,1,0
starndawn,0,0,1,0
chuntley,1,0,1,0
bobpoekert,4,0,2,0
sk1p,1,1,1,0
gabesz80,0,0,1,0
portante,16,0,1,0
rajubala,1,0,1,0
t-lo,50,7,9,0
temal-,2,0,1,0
TheyDroppedMe,0,0,1,0
coderplay,4,0,2,0
justahero,2,5,5,0
mfischer-zd,0,0,1,0
pete-hodgman,1,0,1,0
adammenges,2,1,1,0
balibaba12,4,0,4,0
andrewrimmer,1,0,2,0
nickick,1,1,1,0
rphadake,5,1,3,0
miccon,22,0,4,0
rainbowGirl2018,0,0,1,0
tinexw,0,0,1,0
ymihay,0,1,1,0
cebe,3,2,4,0
osykora,2,0,1,0
YousefED,1,2,3,0
yoshi0309,1,0,1,0
ashrafsarhan,1,1,1,0
NodexTech,5,0,2,0
pualo2014,0,0,1,0
ddre54,1,0,1,0
wellwininfotech,0,0,1,0
pzol,2,0,1,0
negabaro,0,0,1,0
BlackRabbitt,2,0,1,0
oleglvovitch,0,0,1,0
makam,2,0,1,0
thanodnl,7,2,6,0
wkhere,1,0,1,0
Thibaut-Fatus,3,0,1,0
chenfisher,1,0,1,0
pkoenig10,1,3,3,0
tcompart,6,0,1,0
benjamin-parmentier,0,0,1,0
pmamat,2,1,1,0
codeallthethingz,0,0,1,0
errordeveloper,0,0,1,0
sreejithsrk,0,0,1,0
fabienrousseau,1,0,1,0
grepwood,7,0,1,0
Linuus,2,0,1,0
proofy,1,0,1,0
MarsWilliams,0,0,1,0
ChrisZieba,1,0,1,0
dmitrybelyakov,3,0,1,0
rore,17,0,10,0
A21z,1,1,2,0
tristanbob,2,2,2,0
ananich,1,1,1,0
acampagna,0,0,1,0
samatha-kankipati,3,0,1,0
dw,6,3,4,0
barbasa,1,1,1,0
ursvasan,1,0,1,0
matthiasg,6,0,1,0
robinhughes,0,2,4,0
kmakowski,0,0,1,0
lbroudoux,2,2,2,0
ryfow,0,0,1,0
carofe82,1,0,1,0
jensbengtsson,2,0,1,0
mdzor,1,2,2,0
mariamhakobyan,3,2,2,0
stormpython,0,0,5,0
Curly060,0,0,1,0
ajardan,1,0,1,0
ryandoyle,2,1,1,0
abravorus,9,0,1,0
TrentStewart,1,0,1,0
eryabitskiy,4,0,1,0
mruediger,4,0,1,0
tudit,0,0,2,0
drewinin,2,0,1,0
printercu,4,1,3,0
JiayiFu,0,0,1,0
aadithya,4,0,1,0
fizx,3,1,2,0
blakekp,1,0,1,0
sushanthku,2,0,1,0
VKhazinGladiator,4,0,2,0
roncemer,1,0,1,0
taddeimania,1,1,1,0
francescopeloi,0,0,1,0
itsadok,6,4,4,0
jstoor,1,0,1,0
vidarkongsli,1,1,1,0
atrepca,2,0,1,0
pspanja,1,0,1,0
chrismattmann,6,2,2,0
andrassy,9,0,2,0
marekmalek,0,0,1,0
wwken,6,5,5,0
andyxukq,0,0,1,0
zakmagnus,6,1,2,0
bly2k,13,4,18,0
kretes,1,0,2,0
asumawang,0,0,1,0
FabianKoestring,12,0,4,0
phani546,4,0,2,0
mitkook,0,0,1,0
asafc64,7,0,3,0
sunzhu,2,0,1,0
rajit-daffodil,2,0,4,0
sofianito,5,0,2,0
Xollie,0,0,1,0
mcremolini,5,0,1,0
vlajos,1,1,1,0
muzzlebeat,0,0,1,0
pkanthi,0,0,1,0
waldoj,1,0,1,0
tankbusta,1,0,1,0
envitraux,0,1,2,0
akx,1,1,1,0
poswith,0,0,1,0
simpsora,3,0,1,0
nitzanharel,0,0,1,0
lnxg33k,5,0,2,0
Elachance,3,0,1,0
garbin,1,0,1,0
appasahebs,15,0,3,0
johnc10uk,9,0,1,0
gitfy,1,0,1,0
MarcusSjolin,0,0,1,0
rajaw90,0,0,1,0
oeztuce,1,0,1,0
birgitjunker,0,0,1,0
simkin,0,0,1,0
LiuGangR,3,0,2,0
evidal,1,0,1,0
rajeshetty,3,0,1,0
mikosik,1,1,1,0
nono,1,0,1,0
deniseoboschetti,0,0,1,0
takism1,0,0,1,0
cmpich,0,2,2,0
linlihuiyang,0,0,1,0
rolltide0,0,0,1,0
kyeyeon,0,1,1,0
andrei-kalasok,2,2,2,0
kire321,5,1,2,0
sehli,1,0,1,0
elastic10,0,0,1,0
DritonA,1,0,1,0
fervid,0,0,1,0
AndrewO,1,3,3,0
radiosterne,1,0,1,0
ricardmestre,9,0,1,0
sfussenegger,11,2,10,0
wmx3ng,0,1,1,0
meganeinu7,1,0,1,0
whiter4bbit,0,0,1,0
farracha,2,0,1,0
rnonnon-ebiz,5,0,4,0
shrustam,0,1,1,0
geetanjaligg,1,0,1,0
phungleson,11,3,6,0
baelter,2,0,1,0
decuypeb,0,0,1,0
anneveling,2,0,2,0
praj2,7,0,3,0
wy96f,4,1,2,0
lukebergen,0,0,1,0
bartvanhalder,0,1,1,0
sp836490,1,1,1,0
soliveri,2,0,1,0
paulczar,0,0,1,0
fdv,0,0,2,0
juneym,2,0,1,0
thangman22,2,0,3,0
bbailey1024,2,0,1,0
ghoumard,1,0,2,0
thetuxkeeper,0,0,1,0
Tomlox,1,0,1,0
caseywebdev,2,0,1,0
georgi0u,5,0,1,0
joycew,0,0,1,0
deontologician,1,1,1,0
jeanvanwyk,5,0,1,0
maximpashuk,1,0,1,0
egueidan,12,0,2,0
tautvydas-greitai,0,0,1,0
pandora2000,0,0,1,0
govindm,17,0,3,0
jamalahmedmaaz,1,0,1,0
make,3,0,2,0
nirav-panchal,1,0,1,0
CullyB,0,0,1,0
hodgezappa,0,0,1,0
marcok,2,0,1,0
navindian,0,0,1,0
shoteff,0,0,1,0
marsanla,0,0,1,0
chrisguiney,0,0,1,0
kelaban,1,0,1,0
mungeol,0,0,1,0
ovidiu,0,0,1,0
philmcmahon,3,1,2,0
davidmichell,3,0,1,0
vijayshiyani,0,0,1,0
itsderek23,2,1,1,0
Bvggy,0,0,1,0
olehrgf,1,0,1,0
ronsher,0,0,2,0
ademar59,0,0,1,0
templth,10,1,4,0
Quentin01,3,0,2,0
buob,1,2,2,0
hya1109,0,0,1,0
nwarz,1,1,1,0
Sohair63,4,2,2,0
teckays,6,0,3,0
hangsu,1,1,1,0
Pharmerino,1,0,1,0
mikechack,1,0,1,0
FrederickManley,1,0,1,0
rmruano,4,1,1,0
rasmus-telerik,1,0,2,0
